precinct,registered_voters,ballots_cast,turnout,democratic_party,republican_party,libertarian_party,us_taxpayers_party,working_class_party,green_party,natural_law_party
City of Detroit Precinct 49,959,133,13.87,108,2,0,2,1,0,0
City of Detroit Precinct 50,928,129,13.9,103,4,0,1,2,0,2
City of Detroit Precinct 51,977,186,19.04,144,4,1,1,3,1,2
City of Detroit Precinct 52,1176,176,14.97,145,4,1,2,0,1,0
City of Detroit Precinct 53,1342,206,15.35,163,10,0,0,2,0,1
City of Detroit Precinct 54,552,101,18.3,84,3,1,1,0,0,0
City of Detroit Precinct 55,1197,174,14.54,143,4,0,1,2,0,0
City of Detroit Precinct 56,907,165,18.19,137,5,0,0,0,0,0
City of Detroit Precinct 57,745,113,15.17,90,1,1,0,0,1,0
City of Detroit Precinct 58,737,88,11.94,72,3,0,0,0,0,0
City of Detroit Precinct 59,765,149,19.48,114,8,0,0,1,0,1
City of Detroit Precinct 60,1170,197,16.84,163,8,1,2,0,1,0
City of Detroit Precinct 61,952,124,13.03,91,3,0,1,0,1,1
City of Detroit Precinct 62,483,73,15.11,55,6,0,0,0,1,0
City of Detroit Precinct 63,1458,303,20.78,233,11,0,2,3,0,0
City of Detroit Precinct 64,916,141,15.39,114,5,1,0,4,0,1
City of Detroit Precinct 65,1125,220,19.56,154,9,0,2,2,0,1
City of Detroit Precinct 66,1591,214,13.45,167,12,3,0,1,0,0
City of Detroit Precinct 67,896,142,15.85,105,13,0,0,0,0,0
City of Detroit Precinct 68,1618,268,16.56,181,8,0,0,1,0,0
City of Detroit Precinct 69,1164,187,16.07,158,9,0,0,0,0,0
City of Detroit Precinct 70,773,154,19.92,116,7,0,3,1,0,0
City of Detroit Precinct 71,1230,213,17.32,164,10,1,0,2,0,0
City of Detroit Precinct 72,1119,201,17.96,159,12,0,3,0,0,0
City of Detroit Precinct 73,1128,170,15.07,143,8,1,0,1,1,0
City of Detroit Precinct 74,1098,168,15.3,134,3,2,3,1,1,1
City of Detroit Precinct 75,1358,182,13.4,134,6,0,2,1,1,0
City of Detroit Precinct 76,429,61,14.22,51,0,0,0,1,0,0
City of Detroit Precinct 77,551,76,13.79,67,3,0,0,0,0,0
City of Detroit Precinct 78,511,65,12.72,50,4,0,0,2,0,0
City of Detroit Precinct 79,934,159,17.02,129,9,1,0,4,1,0
City of Detroit Precinct 80,1023,194,18.96,153,3,1,1,1,0,1
City of Detroit Precinct 81,1520,326,21.45,249,9,3,1,2,0,2
City of Detroit Precinct 82,1359,225,16.56,180,8,1,0,2,2,1
City of Detroit Precinct 83,1637,308,18.81,260,9,1,2,3,0,2
City of Detroit Precinct 84,1655,353,21.33,266,21,1,2,2,2,0
City of Detroit Precinct 85,789,198,25.1,165,9,2,1,0,0,1
City of Detroit Precinct 86,1273,200,15.71,156,6,1,2,2,0,0
City of Detroit Precinct 87,167,16,9.58,15,0,0,0,0,0,0
City of Detroit Precinct 88,1357,179,13.19,145,6,1,0,1,1,2
City of Detroit Precinct 89,774,109,14.08,92,4,2,0,2,1,0
City of Detroit Precinct 90,13,0,0,0,0,0,0,0,0,0
City of Detroit Precinct 91,1290,282,21.86,224,13,0,2,1,1,0
City of Detroit Precinct 92,1050,232,22.1,175,25,0,1,1,0,0
City of Detroit Precinct 93,795,117,14.72,103,0,0,1,0,1,0
City of Detroit Precinct 94,1232,243,19.72,201,14,2,1,5,0,0
City of Detroit Precinct 95,1189,230,19.34,167,25,0,0,2,0,1
City of Detroit Precinct 96,780,139,17.82,110,6,0,0,2,1,0
City of Detroit Precinct 97,795,97,12.2,80,3,1,0,1,0,0
City of Detroit Precinct 98,1117,188,16.83,144,16,0,1,1,1,0
City of Detroit Precinct 99,293,63,21.5,44,5,0,1,0,0,0
City of Detroit Precinct 100,526,74,14.07,57,2,0,1,0,1,0
City of Detroit Precinct 101,67,10,14.93,7,0,0,0,1,0,0
City of Detroit Precinct 102,727,127,17.47,108,4,0,0,1,0,0
City of Detroit Precinct 103,673,110,16.34,92,1,0,0,0,0,0
City of Detroit Precinct 104,468,61,13.03,54,1,0,0,0,0,1
City of Detroit Precinct 105,435,79,18.16,66,2,0,2,0,0,0
City of Detroit Precinct 106,1271,157,12.35,138,2,1,2,4,0,0
City of Detroit Precinct 107,441,80,18.14,68,3,0,0,1,0,0
City of Detroit Precinct 108,879,187,21.27,144,3,0,0,1,0,2
City of Detroit Precinct 109,1,0,0,0,0,0,0,0,0,0
City of Detroit Precinct 110,1334,146,10.94,117,5,2,0,2,1,1
City of Detroit Precinct 111,1045,179,17.13,149,3,1,5,1,0,1
City of Detroit Precinct 112,691,122,17.66,97,3,3,1,0,0,2
City of Detroit Precinct 113,653,108,16.54,90,1,0,0,0,1,0
City of Detroit Precinct 114,638,122,19.12,97,8,0,2,1,0,0
City of Detroit Precinct 115,1516,243,16.03,193,6,0,2,3,0,0
City of Detroit Precinct 116,791,160,20.23,130,6,1,1,3,0,0
City of Detroit Precinct 117,568,82,14.44,64,2,1,1,1,0,0
City of Detroit Precinct 118,1114,163,14.63,137,3,0,0,2,0,0
City of Detroit Precinct 119,853,99,11.61,78,0,0,1,0,0,0
City of Detroit Precinct 120,797,132,16.56,108,2,0,2,1,0,2
City of Detroit Precinct 121,1022,135,13.21,102,4,0,0,0,0,0
City of Detroit Precinct 122,724,82,11.33,62,3,0,0,0,1,1
City of Detroit Precinct 123,1430,193,13.5,93,14,1,0,0,0,0
City of Detroit Precinct 124,1616,157,9.72,83,16,0,0,0,0,0
City of Detroit Precinct 125,999,99,9.91,67,3,0,0,0,0,1
City of Detroit Precinct 126,1517,199,13.12,110,12,2,0,0,0,2
City of Detroit Precinct 127,815,106,13.01,69,3,0,0,2,0,0
City of Detroit Precinct 128,1094,172,15.72,132,8,0,1,1,0,0
City of Detroit Precinct 129,886,132,14.9,85,7,0,1,0,1,1
City of Detroit Precinct 130,845,121,14.32,98,5,0,0,0,0,0
City of Detroit Precinct 131,1050,172,16.38,119,6,0,0,2,0,0
City of Detroit Precinct 132,1816,173,9.53,100,12,0,0,0,0,0
City of Detroit Precinct 133,1421,186,13.09,84,9,2,1,0,0,0
City of Detroit Precinct 134,1315,146,11.1,70,6,1,1,1,0,1
City of Detroit Precinct 135,851,149,17.51,96,9,0,1,1,1,0
City of Detroit Precinct 136,1760,269,15.28,199,7,1,1,1,0,1
City of Detroit Precinct 137,853,108,12.66,72,9,0,1,1,0,1
City of Detroit Precinct 138,653,85,13.02,68,3,0,0,0,0,0
City of Detroit Precinct 139,1003,196,19.54,141,10,0,0,2,0,2
City of Detroit Precinct 140,451,88,19.51,74,2,0,0,0,0,0
City of Detroit Precinct 141,1310,201,15.34,167,5,1,1,4,1,0
City of Detroit Precinct 142,720,112,15.56,75,6,2,0,1,1,0
City of Detroit Precinct 143,1080,192,17.78,108,18,1,0,0,0,0
City of Detroit Precinct 144,1092,213,19.51,109,21,3,0,2,0,1
City of Detroit Precinct 145,916,156,17.03,73,19,2,0,0,0,0
City of Detroit Precinct 146,1255,154,12.27,96,7,0,0,2,0,0
City of Detroit Precinct 147,1727,294,17.02,241,12,1,1,0,1,0
City of Detroit Precinct 148,1,0,0,0,0,0,0,0,0,0
City of Detroit Precinct 149,1104,177,16.03,107,9,2,0,0,1,0
City of Detroit Precinct 150,1220,171,14.02,114,10,1,0,1,0,0
City of Detroit Precinct 151,1137,167,14.69,117,8,2,0,0,0,1
City of Detroit Precinct 152,699,94,13.45,42,7,0,0,1,0,0
City of Detroit Precinct 153,791,85,10.75,38,10,0,0,1,0,0
City of Detroit Precinct 154,394,63,15.99,26,7,0,0,0,0,0
City of Detroit Precinct 155,554,51,9.21,20,4,1,0,0,0,0
City of Detroit Precinct 156,1348,216,16.02,178,5,0,2,1,0,0
City of Detroit Precinct 157,1508,220,14.59,93,28,1,1,1,2,0
City of Detroit Precinct 158,1544,250,16.19,156,10,0,0,1,0,0
City of Detroit Precinct 159,939,136,14.48,78,3,0,1,1,0,0
City of Detroit Precinct 160,1167,186,15.94,121,4,0,1,2,1,0
City of Detroit Precinct 161,1426,211,14.8,127,12,0,0,2,1,1
City of Detroit Precinct 162,430,70,16.28,45,5,0,0,0,0,0
City of Detroit Precinct 163,1496,181,12.1,139,10,1,1,2,0,0
City of Detroit Precinct 164,1467,225,15.34,143,8,1,0,1,0,0
City of Detroit Precinct 165,729,95,13.03,77,1,0,0,2,1,0
City of Detroit Precinct 166,1047,175,16.71,109,13,0,0,2,0,0
City of Detroit Precinct 167,1318,222,16.84,152,7,2,0,1,0,1
City of Detroit Precinct 168,880,142,16.14,97,6,0,1,2,0,0
City of Detroit Precinct 169,754,97,12.86,62,5,0,2,1,0,0
City of Detroit Precinct 170,739,142,19.22,106,1,1,1,2,0,0
City of Detroit Precinct 171,554,86,15.52,58,3,0,1,3,0,0
City of Detroit Precinct 172,953,132,13.85,92,11,0,0,1,1,1
City of Detroit Precinct 173,296,47,15.88,37,1,0,0,0,0,0
City of Detroit Precinct 174,858,154,17.95,127,6,0,1,0,0,0
City of Detroit Precinct 175,541,118,21.81,95,5,1,0,0,0,0
City of Detroit Precinct 176,795,125,15.72,98,7,0,0,2,1,0
City of Detroit Precinct 177,1342,240,17.88,202,10,0,1,3,0,0
City of Detroit Precinct 178,1045,170,16.27,125,12,0,2,0,0,0
City of Detroit Precinct 179,1275,240,18.82,193,7,1,3,2,0,1
City of Detroit Precinct 180,344,69,20.06,57,0,0,0,1,0,0
City of Detroit Precinct 181,376,74,19.68,60,3,0,0,1,2,0
City of Detroit Precinct 182,1558,280,17.97,227,8,1,1,5,0,0
City of Detroit Precinct 183,779,154,19.77,122,6,0,0,0,1,0
City of Detroit Precinct 184,1758,245,13.94,204,4,1,1,3,0,0
City of Detroit Precinct 185,452,88,19.47,68,4,1,0,1,0,1
City of Detroit Precinct 186,671,94,14.01,66,4,0,0,3,0,0
City of Detroit Precinct 187,1006,183,18.19,147,2,1,0,1,1,0
City of Detroit Precinct 188,950,158,16.63,120,5,1,1,2,0,1
City of Detroit Precinct 189,899,163,18.13,132,6,0,2,0,1,0
City of Detroit Precinct 190,1054,184,17.46,158,3,0,1,2,0,0
City of Detroit Precinct 191,1168,196,16.78,160,4,2,2,2,1,1
City of Detroit Precinct 192,1105,177,16.02,140,5,0,0,1,0,1
City of Detroit Precinct 193,882,144,16.33,113,10,0,0,1,0,0
City of Detroit Precinct 194,877,152,17.33,116,5,0,2,1,0,1
City of Detroit Precinct 195,800,122,15.25,90,5,1,0,3,0,0
City of Detroit Precinct 196,1037,136,13.11,112,2,1,0,1,0,0
City of Detroit Precinct 197,478,76,15.9,64,5,0,0,1,0,0
City of Detroit Precinct 198,592,79,13.34,49,10,0,0,1,0,0
City of Detroit Precinct 199,719,76,10.57,54,5,0,1,0,0,0
City of Detroit Precinct 200,790,149,18.86,88,5,0,1,0,0,1
City of Detroit Precinct 201,1156,180,15.57,107,7,1,0,0,0,0
City of Detroit Precinct 202,950,127,13.37,57,10,0,0,1,0,0
City of Detroit Precinct 203,1039,128,12.32,62,9,0,0,0,0,0
City of Detroit Precinct 204,961,198,20.6,118,9,0,0,1,0,0
City of Detroit Precinct 205,683,111,16.25,72,4,0,0,3,1,0
City of Detroit Precinct 206,700,133,19,106,5,0,1,0,0,1
City of Detroit Precinct 207,1699,240,14.13,145,5,0,0,0,0,0
City of Detroit Precinct 208,1544,171,11.08,104,12,0,0,0,0,0
City of Detroit Precinct 209,1025,137,13.37,118,2,0,0,0,0,0
City of Detroit Precinct 210,723,133,18.4,101,6,0,1,0,0,0
City of Detroit Precinct 211,671,116,17.29,82,4,0,0,1,0,1
City of Detroit Precinct 212,1058,170,16.07,136,0,0,1,1,0,0
City of Detroit Precinct 213,847,132,15.58,109,1,0,0,2,0,0
City of Detroit Precinct 214,1012,202,19.96,143,8,1,2,4,1,0
City of Detroit Precinct 215,1411,233,16.51,186,7,1,2,2,1,0
City of Detroit Precinct 216,554,73,13.18,58,3,1,0,1,0,0
City of Detroit Precinct 217,1510,240,15.89,186,3,0,0,1,0,0
City of Detroit Precinct 218,812,106,13.05,87,2,0,1,0,0,0
City of Detroit Precinct 219,816,110,13.48,88,2,0,0,0,0,0
City of Detroit Precinct 220,1080,181,16.76,135,9,0,1,0,1,0
City of Detroit Precinct 221,1208,186,15.4,138,3,0,0,1,0,0
City of Detroit Precinct 222,579,93,16.06,74,0,0,0,1,0,0
City of Detroit Precinct 223,1504,210,13.96,161,3,0,0,0,1,0
City of Detroit Precinct 224,573,81,14.14,63,1,0,0,0,0,0
City of Detroit Precinct 225,1685,273,16.2,203,16,0,0,3,0,0
City of Detroit Precinct 226,965,116,12.02,78,2,1,0,1,0,0
City of Detroit Precinct 227,1080,191,17.69,143,3,0,0,3,0,0
City of Detroit Precinct 228,797,159,19.95,108,8,0,0,1,0,1
City of Detroit Precinct 229,1422,206,14.49,151,6,0,1,1,1,1
City of Detroit Precinct 230,1143,209,18.29,150,5,0,1,1,0,0
City of Detroit Precinct 231,1400,185,13.21,139,3,0,3,2,0,0
City of Detroit Precinct 232,1594,232,14.55,185,8,0,1,1,0,0
City of Detroit Precinct 233,1588,238,14.99,176,1,0,1,0,1,1
City of Detroit Precinct 234,1082,192,17.74,128,9,1,2,2,0,0
City of Detroit Precinct 235,717,122,17.02,87,5,0,0,0,0,1
City of Detroit Precinct 236,1615,237,14.67,176,3,1,0,0,1,1
City of Detroit Precinct 237,1319,240,18.2,161,11,0,0,1,1,0
City of Detroit Precinct 238,960,178,18.54,134,10,2,1,2,0,0
City of Detroit Precinct 239,902,166,18.4,108,3,0,0,1,1,0
City of Detroit Precinct 240,951,182,19.14,131,5,2,0,0,0,1
City of Detroit Precinct 241,1102,183,16.61,139,4,1,1,0,0,0
City of Detroit Precinct 242,1366,214,15.67,166,6,2,2,2,0,1
City of Detroit Precinct 243,735,93,12.65,72,5,0,0,1,0,1
City of Detroit Precinct 244,1386,199,14.36,170,6,1,0,0,0,0
City of Detroit Precinct 245,1545,220,14.24,158,5,1,1,2,3,0
City of Detroit Precinct 246,950,217,22.84,166,8,1,1,1,1,0
City of Detroit Precinct 247,877,159,18.13,118,3,0,0,1,1,0
City of Detroit Precinct 248,714,118,16.53,97,2,0,0,0,0,0
City of Detroit Precinct 249,1318,211,16.01,173,2,1,0,1,2,0
City of Detroit Precinct 250,1468,235,16.01,179,5,0,1,1,0,1
City of Detroit Precinct 251,885,143,16.16,116,4,0,0,1,0,0
City of Detroit Precinct 252,963,127,13.19,107,1,0,0,1,0,0
City of Detroit Precinct 253,959,151,15.75,125,1,0,0,1,1,0
City of Detroit Precinct 254,1412,235,16.64,194,9,1,1,0,0,1
City of Detroit Precinct 255,652,105,16.1,74,4,1,2,0,0,0
City of Detroit Precinct 256,873,175,20.05,120,6,0,2,3,1,1
City of Detroit Precinct 257,1753,252,14.38,175,6,1,1,3,0,1
City of Detroit Precinct 258,1415,223,15.76,156,9,1,1,3,0,0
City of Detroit Precinct 259,1184,228,19.26,168,2,3,2,3,2,0
City of Detroit Precinct 260,1145,166,14.5,116,7,1,2,1,0,2
City of Detroit Precinct 261,796,150,18.84,92,10,0,0,0,0,0
City of Detroit Precinct 262,945,143,15.13,95,7,1,0,1,0,1
City of Detroit Precinct 263,1626,224,13.78,177,2,0,0,0,1,0
City of Detroit Precinct 264,1294,185,14.3,123,15,0,1,0,1,0
City of Detroit Precinct 265,1781,280,15.72,204,10,1,1,3,0,0
City of Detroit Precinct 266,557,94,16.88,71,5,1,0,0,0,0
City of Detroit Precinct 267,613,114,18.6,90,2,0,0,0,0,0
City of Detroit Precinct 268,758,133,17.55,104,8,0,0,1,1,0
City of Detroit Precinct 269,640,79,12.34,59,4,1,1,0,0,0
City of Detroit Precinct 270,528,56,10.61,47,0,0,0,0,0,1
City of Detroit Precinct 271,1459,223,15.28,171,6,0,2,3,0,1
City of Detroit Precinct 272,606,101,16.67,77,5,0,0,0,1,0
City of Detroit Precinct 273,546,97,17.77,73,2,0,1,1,0,1
City of Detroit Precinct 274,955,139,14.55,103,7,0,3,1,3,0
City of Detroit Precinct 275,1001,149,14.89,114,5,0,0,2,0,0
City of Detroit Precinct 276,1820,300,16.48,217,13,1,1,3,1,0
City of Detroit Precinct 277,714,109,15.27,83,7,0,0,1,1,0
City of Detroit Precinct 278,1024,163,15.92,123,4,1,0,0,1,0
City of Detroit Precinct 279,1516,174,11.48,115,6,0,1,3,1,0
City of Detroit Precinct 280,1201,198,16.49,159,5,0,0,1,2,1
City of Detroit Precinct 281,1551,244,15.73,169,6,2,1,2,2,1
City of Detroit Precinct 282,1161,232,19.98,194,2,1,0,1,0,1
City of Detroit Precinct 283,709,110,15.51,92,1,0,1,0,0,0
City of Detroit Precinct 284,1181,166,14.06,126,4,0,0,1,0,0
City of Detroit Precinct 285,1269,245,19.31,176,11,0,0,3,2,0
City of Detroit Precinct 286,1466,239,16.3,168,9,1,1,1,0,2
City of Detroit Precinct 287,1529,286,18.71,226,8,0,2,2,2,0
City of Detroit Precinct 288,1394,253,18.15,188,14,2,1,2,0,0
City of Detroit Precinct 289,904,180,19.91,143,4,0,0,1,0,0
City of Detroit Precinct 290,848,140,16.51,117,4,0,1,1,0,0
City of Detroit Precinct 291,1260,201,15.95,163,3,2,3,0,0,0
City of Detroit Precinct 292,1350,208,15.41,180,4,1,0,2,0,0
City of Detroit Precinct 293,865,183,21.16,153,6,0,1,1,0,0
City of Detroit Precinct 294,1332,218,16.37,176,6,0,1,3,0,1
City of Detroit Precinct 295,802,162,20.2,125,9,0,1,1,0,1
City of Detroit Precinct 296,1076,160,14.87,121,5,1,2,2,0,0
City of Detroit Precinct 297,1459,234,16.04,184,7,0,1,1,0,1
City of Detroit Precinct 298,1637,319,19.49,221,24,1,0,5,1,1
City of Detroit Precinct 299,663,110,16.59,85,4,0,0,0,2,0
City of Detroit Precinct 300,1179,191,16.2,131,26,0,1,3,1,0
City of Detroit Precinct 301,683,128,18.74,93,16,0,0,0,0,0
City of Detroit Precinct 302,823,133,16.16,90,8,0,0,2,1,1
City of Detroit Precinct 303,724,153,21.13,100,17,0,0,0,0,0
City of Detroit Precinct 304,907,114,12.57,82,7,1,2,3,0,0
City of Detroit Precinct 305,1524,202,13.25,157,3,1,1,1,0,0
City of Detroit Precinct 306,1504,314,20.88,224,30,1,0,3,1,1
City of Detroit Precinct 307,1150,174,15.13,117,4,0,0,2,0,0
City of Detroit Precinct 308,1366,204,14.93,116,6,1,0,0,0,0
City of Detroit Precinct 309,782,164,20.97,112,6,0,0,1,2,0
City of Detroit Precinct 310,816,169,20.71,111,8,1,1,1,0,0
City of Detroit Precinct 311,1370,286,20.88,225,10,1,4,2,0,0
City of Detroit Precinct 312,1570,279,17.77,213,6,1,4,2,1,1
City of Detroit Precinct 313,839,114,13.59,95,3,1,0,0,0,0
City of Detroit Precinct 314,857,155,18.09,117,3,0,1,1,0,0
City of Detroit Precinct 315,1687,287,17.01,219,5,0,1,2,2,2
City of Detroit Precinct 316,1401,223,15.92,172,6,1,1,1,1,0
City of Detroit Precinct 317,780,169,21.67,129,5,1,2,2,0,1
City of Detroit Precinct 318,839,133,15.85,105,2,0,1,0,0,0
City of Detroit Precinct 319,912,176,19.3,130,5,0,1,0,1,0
City of Detroit Precinct 320,867,155,17.88,115,8,0,0,1,1,1
City of Detroit Precinct 321,1219,213,17.47,162,7,1,5,1,3,1
City of Detroit Precinct 322,629,69,10.97,53,4,0,0,0,0,0
City of Detroit Precinct 323,1654,218,13.18,149,2,1,0,2,0,1
City of Detroit Precinct 324,1446,187,12.93,128,8,0,1,2,0,0
City of Detroit Precinct 325,1085,186,17.14,141,7,2,0,1,0,0
City of Detroit Precinct 326,755,127,16.82,80,2,0,0,2,0,0
City of Detroit Precinct 327,921,182,19.76,153,3,1,1,1,0,0
City of Detroit Precinct 328,1137,207,18.21,147,6,0,0,0,0,0
City of Detroit Precinct 329,977,173,17.71,131,6,1,1,1,0,0
City of Detroit Precinct 330,1816,370,20.37,300,13,1,2,4,1,1
City of Detroit Precinct 331,1123,190,16.92,149,11,1,0,0,0,1
City of Detroit Precinct 332,869,163,18.76,123,6,2,0,0,0,0
City of Detroit Precinct 333,1056,168,15.91,131,5,2,0,0,0,1
City of Detroit Precinct 334,749,166,22.16,124,3,1,3,1,1,0
City of Detroit Precinct 335,1283,240,18.71,186,11,0,0,5,1,1
City of Detroit Precinct 336,1244,242,19.45,177,23,0,0,2,3,0
City of Detroit Precinct 337,1172,227,19.37,151,17,2,3,3,0,0
City of Detroit Precinct 338,1569,286,18.23,191,44,2,0,1,1,2
City of Detroit Precinct 339,1202,189,15.72,144,13,0,0,1,0,0
City of Detroit Precinct 340,594,154,25.93,114,10,1,0,5,2,0
City of Detroit Precinct 341,1557,303,19.46,241,7,0,2,4,3,0
City of Detroit Precinct 342,1525,290,19.02,199,29,3,2,2,2,0
City of Detroit Precinct 343,1498,338,22.56,253,18,3,3,2,1,0
City of Detroit Precinct 344,1477,280,18.96,227,9,0,2,1,0,0
City of Detroit Precinct 345,1742,291,16.7,225,7,0,2,3,0,0
City of Detroit Precinct 346,1115,211,18.92,141,3,0,2,0,0,0
City of Detroit Precinct 347,1808,258,14.27,201,7,1,2,0,0,0
City of Detroit Precinct 348,970,162,16.7,126,7,0,2,0,0,0
City of Detroit Precinct 349,659,116,17.6,95,5,3,1,1,0,0
City of Detroit Precinct 350,593,66,11.13,46,3,0,1,3,0,0
City of Detroit Precinct 351,923,148,16.03,106,4,2,0,0,1,1
City of Detroit Precinct 352,1827,303,16.58,230,14,1,2,5,1,1
City of Detroit Precinct 353,439,66,15.03,50,3,0,0,0,1,1
City of Detroit Precinct 354,1148,194,16.9,158,2,1,0,1,1,1
City of Detroit Precinct 355,1843,374,20.29,277,28,4,3,2,3,1
City of Detroit Precinct 356,1304,224,17.18,186,5,0,0,2,1,1
City of Detroit Precinct 357,696,117,16.81,93,5,1,0,1,1,0
City of Detroit Precinct 358,1148,137,11.93,119,2,0,0,3,2,0
City of Detroit Precinct 359,1204,202,16.78,168,4,1,1,0,0,1
City of Detroit Precinct 360,1309,230,17.57,158,7,3,0,1,0,0
City of Detroit Precinct 361,1562,236,15.11,170,6,1,1,4,0,1
City of Detroit Precinct 362,682,116,17.01,91,5,0,0,0,1,1
City of Detroit Precinct 363,1291,268,20.76,205,6,1,4,1,1,1
City of Detroit Precinct 364,656,102,15.55,75,3,0,1,3,0,0
City of Detroit Precinct 365,719,132,18.36,109,4,0,1,1,0,0
City of Detroit Precinct 366,779,139,17.84,112,2,1,0,1,0,0
City of Detroit Precinct 367,894,161,18.01,136,4,1,1,1,0,0
City of Detroit Precinct 368,1218,197,16.17,156,4,1,3,1,2,0
City of Detroit Precinct 369,1751,275,15.71,222,8,1,3,1,1,0
City of Detroit Precinct 370,1021,160,15.67,133,4,1,1,0,0,0
City of Detroit Precinct 371,1128,183,16.22,145,6,0,0,2,1,0
City of Detroit Precinct 372,555,101,18.2,80,2,1,0,1,0,1
City of Detroit Precinct 373,1048,175,16.7,132,6,1,1,2,0,1
City of Detroit Precinct 374,1211,197,16.27,163,5,2,1,8,1,0
City of Detroit Precinct 375,1437,264,18.37,191,18,0,0,2,0,1
City of Detroit Precinct 376,1278,219,17.14,153,26,0,2,1,0,0
City of Detroit Precinct 377,1201,235,19.57,154,28,2,4,2,0,3
City of Detroit Precinct 378,975,191,19.59,160,2,0,2,1,0,0
City of Detroit Precinct 379,1669,296,17.74,232,12,1,1,4,0,0
City of Detroit Precinct 380,1187,181,15.25,137,5,0,0,1,4,2
City of Detroit Precinct 381,1078,167,15.49,127,10,1,3,3,0,0
City of Detroit Precinct 382,732,116,15.85,88,5,1,2,1,0,1
City of Detroit Precinct 383,1257,192,15.27,148,4,3,1,1,0,0
City of Detroit Precinct 384,1665,265,15.92,199,15,1,2,3,1,1
City of Detroit Precinct 385,892,137,15.36,98,6,0,1,1,0,0
City of Detroit Precinct 386,1162,230,19.79,185,8,0,2,3,0,0
City of Detroit Precinct 387,1010,158,15.64,126,4,1,0,1,0,0
City of Detroit Precinct 388,527,96,18.22,73,4,0,0,2,0,1
City of Detroit Precinct 389,1134,218,19.22,177,8,4,0,1,0,0
City of Detroit Precinct 390,597,85,14.24,68,2,0,2,2,0,0
City of Detroit Precinct 391,532,77,14.47,61,4,0,0,1,0,0
City of Detroit Precinct 392,1156,174,15.05,137,3,0,1,1,1,1
City of Detroit Precinct 393,1188,168,14.14,140,3,1,1,0,0,1
City of Detroit Precinct 394,1123,182,16.21,143,8,2,1,2,1,1
City of Detroit Precinct 395,946,163,17.23,128,7,2,1,3,0,0
City of Detroit Precinct 396,977,118,12.08,94,3,0,0,0,0,1
City of Detroit Precinct 397,1178,159,13.5,123,6,2,1,2,2,0
City of Detroit Precinct 398,1252,211,16.85,156,6,1,1,2,1,0
City of Detroit Precinct 399,1379,184,13.34,143,6,1,2,1,0,0
City of Detroit Precinct 400,866,165,19.05,130,7,2,2,1,2,0
City of Detroit Precinct 401,902,152,16.85,124,2,0,0,2,1,0
City of Detroit Precinct 402,942,138,14.65,113,3,1,1,1,0,0
City of Detroit Precinct 403,1191,216,18.14,146,11,0,0,3,1,0
City of Detroit Precinct 404,764,134,17.54,108,3,0,2,1,0,0
City of Detroit Precinct 405,1163,204,17.54,150,2,1,1,0,1,0
City of Detroit Precinct 406,1268,127,10.02,97,5,2,1,2,0,0
City of Detroit Precinct 407,724,115,15.88,96,4,0,0,0,0,0
City of Detroit Precinct 408,1448,217,14.99,175,6,1,2,2,2,1
City of Detroit Precinct 409,1089,173,15.89,131,10,2,1,1,0,0
City of Detroit Precinct 410,1526,215,14.09,169,6,1,0,2,0,0
City of Detroit Precinct 411,592,124,20.95,94,4,1,1,1,0,0
City of Detroit Precinct 412,654,97,14.83,80,1,0,0,0,0,0
City of Detroit Precinct 413,1590,316,19.87,230,9,0,0,0,0,0
City of Detroit Precinct 414,620,124,20,98,3,0,1,0,0,0
City of Detroit Precinct 415,1208,211,17.47,167,3,2,2,2,0,0
City of Detroit Precinct 416,622,129,20.74,102,5,1,1,0,0,0
City of Detroit Precinct 417,668,124,18.56,94,2,0,1,3,1,0
City of Detroit Precinct 418,1261,214,16.97,175,3,0,2,0,1,2
City of Detroit Precinct 419,759,112,14.76,100,1,0,0,1,0,0
City of Detroit Precinct 420,668,139,20.81,106,6,0,1,1,0,0
City of Detroit Precinct 421,684,120,17.54,96,3,0,3,0,1,0
City of Detroit Precinct 422,1078,208,19.29,169,9,0,0,2,0,1
City of Detroit Precinct 423,1309,197,15.05,143,19,1,1,2,0,0
City of Detroit Precinct 424,1480,304,20.54,193,56,2,1,1,2,2
City of Detroit Precinct 425,1856,364,19.61,245,65,1,1,5,2,2
City of Detroit Precinct 426,566,100,17.67,78,2,0,2,2,0,2
City of Detroit Precinct 427,1099,210,19.11,143,9,3,0,1,0,0
City of Detroit Precinct 428,1316,267,20.29,199,9,1,2,3,2,0
City of Detroit Precinct 429,951,154,16.19,121,6,0,0,0,2,1
City of Detroit Precinct 430,664,87,13.1,65,3,0,1,0,0,0
City of Detroit Precinct 431,799,145,18.15,122,7,0,1,1,0,0
City of Detroit Precinct 432,1024,172,16.8,132,8,1,2,1,1,0
City of Detroit Precinct 433,856,131,15.3,90,5,1,3,1,0,0
City of Detroit Precinct 434,1014,135,13.31,93,4,0,0,1,3,0
City of Detroit Precinct 435,446,74,16.59,57,2,0,0,0,0,0
City of Detroit Precinct 436,1203,178,14.8,100,2,1,0,1,2,1
City of Detroit Precinct 437,829,167,20.14,123,6,0,0,3,1,1
City of Detroit Precinct 438,733,108,14.73,84,2,0,0,0,0,0
City of Detroit Precinct 439,760,127,16.71,96,4,2,0,1,1,0
City of Detroit Precinct 440,594,42,7.07,32,2,0,0,0,0,0
